title,doi,pubmedid,date,authors,subject,venue,article_type,country,paywall,notes,other_article_info,retraction_reasons,retraction_date,retraction_notice_type,retraction_notice_doi
"Religion, culture and male involvement in the use of family planning: evidence from Enugu and Katsina States of Nigeria",10.1111/j.1466-7657.2011.00900.x,22092328,06/02/2011,C Ujuju; J Anyanti; S B Adebayo; F Muhammad; O Oluigbo; A Gofwan,(HSC) Medicine - Nursing; (HSC) Medicine - Obstetrics/Gynecology; (HUM) Religion; (SOC) Psychology; (SOC) Sociology; ,International Nursing Review ---Wiley,Research Article,Nigeria,No,,"Research and Evaluation Division, Society for Family Health, Abuja, Nigeria",copyright claims,09/06/2011,Retraction,21848764; 10.1111/j.1466-7657.2010.00820.x
The Application of Investigation Teaching Method in Class Instruction of Landscape Architecture,,,08/08/2011,Jie Ma; Guirong Li; Hong Liu,(B/T) Urban Planning; (HUM) Architecture; (PHY) Materials Science; (PHY) Mathematics; (SOC) Education; ,"2011 2nd Intl Conf on Artificial Intelligence, Management Science and Electronic Commerce ---IEEE: Institute of Electrical and Electronics Engineers",Conference Abstract/Paper,China,No,,"Department of Horticulture, Henan Institute of Science and Technology, Xinxiang, 453003, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,09/06/2011,Retraction,; 10.1109/AIMSEC.2011.6011059
The Research of Supervision Problems of the Exchange of Cultural Products and Artworks,,,08/08/2011,Chunxu Liu; Jing Guo,(B/T) Business - Management; (HUM) Arts - General; (PHY) Mathematics; ,"2011 2nd Intl Conf on Artificial Intelligence, Management Science and Electronic Commerce ---IEEE: Institute of Electrical and Electronics Engineers",Conference Abstract/Paper,China,No,,"CUP. China University of Petroleum, Qingdao, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,09/06/2011,Retraction,; 10.1109/AIMSEC.2011.6009752
Thought styles and paradigms: A comparative study of Ludwik Fleck and Thomas S. Kuhn,10.1016/j.shpsa.2011.02.001,,04/09/2011,Nicola Mößner,(HUM) History - General; (HUM) Philosophy; ,Studies in History and Philosophy of Science Part A ---Elsevier,Research Article,Germany,No,,"RWTH Aachen, Philosophisches Institut, Eilfschornsteinstr. 16, 52062 Aachen, Germany",date of retraction/other unknown; duplicate publication through error by journal/publisher,09/01/2011,Retraction,00000000; 10.1016/j.shpsa.2011.02.001
Animated character design innovation for animation industry development,10.1109/ICPIM.2011.5983694,,07/16/2011,Tao Ran,(B/T) Business - General; (HUM) Arts - Film Studies; (HUM) Arts - General; ,2011 International Conference on Product Innovation Management (ICPIM 2011) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"School of Arts and Design, Wuhan University of Technology, Wuhan, China, 430070; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information,08/15/2011,Retraction,; 10.1109/ICPIM.2011.5983694
Exploration on product brand innovation under creative management,10.1109/ICPIM.2011.5983654,,07/16/2011,He Fang; Hu Qi,(B/T) Business - General; (HUM) Arts - General; ,2011 International Conference on Product Innovation Management (ICPIM 2011) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"School of Art and Design, Wuhan University of Technology, Wuhan, P.R. China, 430070; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information,08/15/2011,Retraction,; 10.1109/ICPIM.2011.5983654
Research on limitation of knowledge,10.1109/ICPIM.2011.5983659,,07/16/2011,Wang Huawei; Lou Ping,(HUM) Philosophy; (SOC) Education; ,2011 International Conference on Product Innovation Management (ICPIM 2011) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Library, Wuhan University of Technology, Wuhan, China Department of Information Engineering, Wuhan University of Technology, Wuhan, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",breach of policy by author; investigation by journal/publisher; notice - limited or no information,08/15/2011,Retraction,; 10.1109/ICPIM.2011.5983659
Research on product innovation design based on knowledge,10.1109/ICPIM.2011.5983671,,07/16/2011,Guo Fang,(B/T) Business - General; (HUM) Arts - General; ,2011 International Conference on Product Innovation Management (ICPIM 2011) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Dept. of Art & Design Institute, Wuhan Textile University, Wuhan, Hubei, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information,08/15/2011,Retraction,; 10.1109/ICPIM.2011.5983671
Research on the exhibition design strategy based on exhibition value system,10.1109/ICPIM.2011.5983620,,07/16/2011,Wang Min; Xie Jialong,(B/T) Business - General; (HUM) Arts - General; ,2011 International Conference on Product Innovation Management (ICPIM 2011) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"School of Art & Design, Wuhan University of Technology, Wuhan, China School of Management, Wuhan University of Technology, Wuhan, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information,08/15/2011,Retraction,; 10.1109/ICPIM.2011.5983620
Research on the innovation and management of students' practical ability in art design using appraisal system,10.1109/ICPIM.2011.5983698,,07/16/2011,Xinjuan Song; Yanmei Zhu,(B/T) Business - Management; (HUM) Arts - General; (SOC) Education; ,2011 International Conference on Product Innovation Management (ICPIM 2011) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"College of Art and Design, Wuhan University of Technology, No.122, South Luoshi, Road, Wuchang District, Wuhan City, China 430070 Department of Physical Education, Wuhan University of Technology, No.122, South Luoshi, Road, Wuchang District, Wuhan City, China 430070; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",breach of policy by author; investigation by journal/publisher; notice - limited or no information,08/15/2011,Retraction,; 10.1109/ICPIM.2011.5983698
Study on development history and policy of industrial design in China,10.1109/ICPIM.2011.5983681,,07/16/2011,Wei Fang; Huang Zhaofang,(HUM) History - Asia; (PHY) Engineering - General; ,2011 International Conference on Product Innovation Management (ICPIM 2011) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"School of Management, Wuhan University of Technology, Wuhan, P.R. China, 43007 School of Arts and Law, Wuhan University of Technology, Wuhan, P.R. China, 43007; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information,08/15/2011,Retraction,; 10.1109/ICPIM.2011.5983681
Study on the design characteristics of time-keeping tools,10.1109/ICPIM.2011.5983724,,07/16/2011,Zhang Junli,(HUM) Arts - General; ,2011 International Conference on Product Innovation Management (ICPIM 2011) ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Dept. of Art and Design, Wuhan Polytechnic University, Wuhan, China 430040; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",investigation by journal/publisher; notice - limited or no information,08/15/2011,Retraction,; 10.1109/ICPIM.2011.5983724
A randomised controlled study of the effects of music on sleep quality in older people,10.1111/j.1365-2702.2010.03368.x,21294797,02/07/2011,Moon Fai Chan,(HSC) Medicine - Geriatric; (HUM) Arts - Music; ,Journal of Clinical Nursing ---Wiley,Research Article,Singapore,No,,"Alice Lee Centre for Nursing Studies, National University of Singapore, Singapore; http://retractionwatch.com/2015/11/04/more-retractions-errata-discovered-for-nursing-researcher/; http://retractionwatch.com/?s=Moon-fai+Chan",duplication of article; euphemisms for duplication; investigation by company/institution,07/14/2011,Retraction,00000000; 10.1111/j.1365-2702.2011.03835.x
Reconstructing the Idea of Critique Session in Architecture Studio,10.1016/j.sbspro.2011.05.014,,01/01/2011,Nangkula Utaberta; Badiossadat Hassanpour; Adi Irfan Che Ani; Mastor Surat,(HUM) Architecture; ,Procedia - Social and Behavioral Sciences ---Elsevier,Research Article,Malaysia,No,,"Faculty of Engineering and Built Environment, Universiti Kebangsaan Malaysia, 43600 UKM Bangi, Selangor, Malaysia",date of retraction/other unknown; plagiarism of article,06/25/2011,Retraction,00000000; 10.1016/j.sbspro.2011.05.014
A Study on the Display of Folk art in Folk Theme Park—Taking Lufeng Shadow Play as an Example,,,05/13/2011,Ji Wen; Yingmei Qin,(B/T) Business - Economics; (HUM) Arts - General; (PHY) Mathematics; (SOC) Education; ,2011 International Conference on Business Management and Electronic Information ---IEEE: Institute of Electrical and Electronics Engineers,Conference Abstract/Paper,China,No,,"Tourism Management Department, Management College, Jinan University, Guangzhou, China; http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",notice - limited or no information,06/23/2011,Retraction,; 10.1109/ICBMEI.2011.5916933
