RID,Retraction or Other Notices Title/Subject(s)/Journal --- Publisher/Affiliation(s)/Retraction Watch Post URL(s) 590 Item(s) Found,Reason(s),Author(s),Original Paper Date/PubMedID/DOI,Retraction or Other Notices Date/PubMedID/DOI,Article Type(s) Nature of Notice,Countries Paywalled? Notes
2405,"Handwashing: A Simple, Economical and Effective Method for Preventing Nosocomial Infections in Intensive Care Units (BLS) Microbiology; (HSC) Medicine - Infectious Disease;  The Journal of Hospital Infection ---Elsevier Department of Anaesthesiology and Critical Care, Faculty of Medicine, Karadeniz Technical University, Trabzon, Turkey",+Plagiarism of Article,A Akyol H Ulusoy I Ozen,04/01/2006 16478645 10.1016/j.jhin.2005.10.007,10/01/2006 17048343 10.1016/j.jhin.2006.06.016,Research Article Retraction,Turkey No
2534,"Reversal of diabetes by xenotransplantation of monkey pancreatic islets in rats: an ultrastructural study (BLS) Biology - Cellular; (HSC) Medicine - General; (HSC) Medicine - Surgery; (HSC) Radiology/Imaging; (PUB) Society/Association Journals;  Pancreas ---Wolters Kluwer - Lippincott Williams & Wilkins Department of Physiology, Christian Medical College and Hospital, Tamil Nadu, India  Department of Williams Pathology, Christian Medical College and Hospital, Tamil Nadu, India",+Error in Data+Notice - Limited or No Information,Daisy M Mythili Susama Patra Anna B Pulimood S Gunasekaran,03/01/2005 15714135,10/01/2006 17003659 10.1097/01.mpa.0000246671.63031.4a,Research Article Retraction,India No
2441,"YRKL sequence of influenza virus M1 functions as the L domain motif and interacts with VPS28 and Cdc42 (BLS) Biology - Cellular; (BLS) Genetics; (HSC) Medicine - Infectious Disease; (PUB) Society/Association Journals;  Journal of Virology ---American Society for Microbiology Department of Microbiology, Immunology and Molecular Genetics, Jonsson Comprehensive Cancer Center, Molecular Biology Institute, David Geffen School of Medicine, UCLA, Los Angeles, California 90095",+Error in Cell Lines/Tissues+Results Not Reproducible,Eric Ka-Wai Hui Subrata Barman Dominic Ho-Ping Tang Bryan France Debi P Nayak,03/01/2006 16474136 10.1128/JVI.80.5.2291-2308.2006,10/01/2006 17005709 10.1128/JVI.01632-06,Research Article Retraction,United States No
3110,"Trends in prostate cancer incidence and survival in various socioeconomic classes: A population-based study (B/T) Business - Economics; (HSC) Biostatistics/Epidemiology; (HSC) Medicine - Oncology; (SOC) Sociology;  International Journal of Urology: Official Journal of the Japanese Urological Association ---Wiley Department of Surgery, Leighton Hospital, Crewe, South Cheshire, CW1 4QJ, UK",+Plagiarism of Article,Dutta Roy Subhajit Joe Philip Pradip Javle,07/25/2005 16045557 10.1111/j.1442-2042.2005.01111.x,09/27/2006 17010023 10.1111/j.1442-2042.2006.01679.x,Research Article Retraction,United Kingdom No
895,"The Relation Between Pulse Pressure and Cardiovascular Mortality in 12 763 Middle-aged Men From Various Parts of the World: A 25-Year Follow-up of the Seven Countries Study (HSC) Biostatistics/Epidemiology; (HSC) Medicine - Cardiovascular;  JAMA Internal Medicine ---JAMA Network Department of Dietetics and Nutrition, Harokopio University, Athens, Greece, National Institute for Public Health and the Environment, Nutrition and Consumer Safety Division, Bilthoven, the Netherlands, Association for Cardiac Research, Rome, Italy, Center of Studies of Age-Related Changes in Man, Athens Home for the Aged, Athens, School of Medicine, University of Athens, Athens, Kurume University School of Medicine, Third Department of Medicine, Kurume, Japan, Division of Epidemiology, University of Minnesota, Minneapolis, Clinical Center of Serbia, University Institute for Cardiovascular Disease, Belgrade, Yugoslavia, and Division of Epidemiology and Health Promotion, National Public Health Institute, Helsinki, Finland",+Error in Methods+Error in Results and/or Conclusions+Investigation by Journal/Publisher,Demosthenes B Panagiotakos Daan Kromhout Alessandro Menotti Christina Chrysohoou Anastasios Dontas Cnristos Pitsavos Hisashi Adachi Henry Blackburn Srecko Nedeljkovic Aulikki Nissinen,10/10/2005 16217005 10.1001/archinte.165.18.2142,09/18/2006 16983065 10.1001/archinte.166.16.1787-a,Research Article Retraction,Finland Greece Italy Japan Netherlands Serbia United States No
14317,"Sirt1 Regulates Insulin Secretion by Repressing UCP2 in Pancreatic ß Cells (BLS) Genetics; (HSC) Medicine - Endocrinology; (HSC) Medicine - Geriatric;  PLoS Biology ---PLoS Department of Biology, Massachusetts Institute of Technology, Cambridge, Massachusetts, United States of America Laval Hospital Research Center, Québec City, Québec, Canada The Whittier Institute for Diabetes, University of California San Diego, La Jolla, California, United States of America Elixir Pharmaceuticals, Cambridge, Massachusetts, United States of America Department of Medicine and Department of Biochemistry, Microbiology, and Immunology, University of Ottawa, and the Ottawa Regional Cancer Centre, Ottawa, Ontario, Canada Novartis Institutes for BioMedical Research, Cambridge, Massachusetts, United States of America Center for Genetics and Development, and Section of Microbiology, University of California Davis, Davis, California, United States of America http://retractionwatch.com/2016/03/08/popular-paper-by-famous-longevity-researcher-gets-mega-correction/",+Error in Text,Laura Bordone Maria Carla Motta Frederic Picard Ashley Robinson Ulupi S Jhala Javier Apfeld Thomas McDonagh Madeleine Lemieux Michael McBurney Akos Szilvasi Erin J Easlon Su-Ju Lin Leonard Guarente,12/27/2005 16366736 10.1371/journal.pbio.0040031,09/12/2006 00000000 10.1371/journal.pbio.0040295,Research Article Correction,Canada United States No
579,"Multidirectional shoulder instability and open surgical procedures (HSC) Medicine - Surgery;  Acta Orthopaedica et Traumatologica Turcica ---Elsevier Dokuz Eylül Universitesi Tip Fakültesi Ortopedi ve Travmatoloji Anabilim Dali, Balçova, Izmir, Turkey.",+Concerns/Issues About Authorship+Objections by Third Party,Ahmet Ekin Mustafa Ozkan Selcuk Bolukbasi Ulunay Kanatli,02/11/2005 15925922 unavailable,09/11/2006 16905903 unavailable,Review Article Retraction,Turkey No
987,"Burden of Influenza in Healthy Children and Their Households (BLS) Microbiology; (HSC) Medicine - Pediatrics;  Archives of Disease in Childhood ---BMJ Publishing Institute of Paediatrics, University of Milan, Milan, Italy Department of Health Sciences, University of Genoa, Genoa, Italy",+Euphemisms for Duplication,N. Principi S Esposito R Gasparini P Marchisio P Crovari,11/01/2004 15499051 10.1136/adc.2003.045401,09/01/2006 16969914,Research Article Retraction,Italy No
4461,"Characterization of Chinook head salmon embryo phenotypes of infectious salmon anemia virus by real-time RT-PCR (BLS) Microbiology; (HSC) Medicine - Infectious Disease; (HSC) Veterinary Science; (PUB) Society/Association Journals;  Journal of Veterinary Science ---Korean Society of Veterinary Science Department of Pathology and Microbiology, Atlantic Veterinary College, University of Prince Edward Island, 550 University Avenue, Charlottetown, PEI",+Concerns/Issues About Authorship,Khalid Munir,06/01/2006 16645343 10.4142/jvs.2006.7.2.167,09/01/2006 16871030 10.4142/jvs.2006.7.3.307,Research Article Retraction,Canada No
3890,"Identification of genes that function in the TNF-alpha-mediated apoptotic pathway using randomized hybrid ribozyme libraries (BLS) Genetics; (HSC) Medicine - Drug Design; (HSC) Medicine - Oncology;  Nature Biotechnology ---Springer - Nature Publishing Group Department of Chemistry and Biotechnology, School of Engineering, The University of Tokyo, Hongo, Tokyo 113-8656, Japan Gene Discovery Research Center, National Institute of Advanced Industrial Science and Technology (AIST), 1-1-1 Higashi, Tsukuba Science City 305-8562, Japan Graduate School of Life and Environmental Sciences, University of Tsukuba, Tennoudai 1-1-1, Tsukuba Science City 305-8572, Japan",+Breach of Policy by Author+Concerns/Issues About Data+Ethical Violations by Author,Hiroaki Kawasaki Reiko Onuki Eigo Suyama Kazunari Taira,04/01/2002 11923844 10.1038/nbt0402-376,09/01/2006 16964231 10.1038/nbt0906-1170e,Research Article Retraction,Japan No
3884,"Misrejoined, residual double strand DNA breaks and radiosensitivity in human tumor cell lines (BLS) Biology - Cancer; (BLS) Genetics; (HSC) Medicine - Oncology; (HSC) Radiology/Imaging; (PUB) Institutional Journals;  Journal of the Egyptian National Cancer Institute ---Elsevier Biochemistry Unit, Tumor Biology Department, National Cancer Institute, Cairo UniversityLaboratory of Radiobiology and Experimental Radiooncology of the University Medical Center, Hamburg",+Lack of Approval from Company/Institution,E M Saleh R A El-Awady,06/01/2005 16508680,09/01/2006 17671539,Research Article Retraction,Egypt Germany No
7878,Molecular mechanisms of spermatogonial fate control: lesson from gene knockouts (BLS) Anatomy/Physiology; (BLS) Biology - Molecular; (BLS) Genetics; (HSC) Medicine - Urology/Nephrology; (PUB) Society/Association Journals;  Biology of Reproduction ---Oxford Academic Unavailable,+Euphemisms for Plagiarism+Plagiarism of Text,Wei Yan,04/19/2006 16983753 10.1095/biolreprod.106.051946,09/01/2006  10.1095/biolreprod.105.043331,Review Article Retraction,Unknown No
3774,"Nitrosative Stress, Uric Acid, and Peripheral Nerve Function in Early Type 1 Diabetes (BLS) Biology - Cellular; (BLS) Biology - Molecular; (BLS) Neuroscience; (HSC) Medicine - Diabetes; (PUB) Society/Association Journals;  Diabetes ---American Diabetes Association Department of Medicine, West Virginia University (WVU), Morgantown, West Virginia, USA Department of Community Medicine and Statistics, WVU, Morgantown, West Virginia, USA Department of Neurology, WVU, Morgantown, West Virginia, USA Department of Mathematics, WVU, Morgantown, West Virginia, USA Department of Biochemistry and Molecular Pharmacology, WVU, Morgantown, West Virginia, USA",+Error in Data+Error in Methods+Unreliable Data+Unreliable Results,Robert D Hoeldtke Kimberly D Bryner Daniel R McNeill Gerald R Hobbs Jack E Riggs Sarah S Warehime Ian Christie Gary Ganser Knox Van Dyke,09/01/2002 12196476 10.2337/diabetes.51.9.2817,09/01/2006 16936220 10.2337/db06-rt09,Research Article Retraction,United States No
3381,"The autoimmune regulator (Aire) controls iNKT cell development and maturation (BLS) Anatomy/Physiology; (BLS) Biology - Cellular; (BLS) Genetics; (HSC) Medicine - Immunology;  Nature Medicine ---Springer - Nature Publishing Group Center for Biotechnology and Genomic Medicine, Medical College of Georgia, Augusta, GeorgiaDepartment of Pathology, Medical College of Georgia, Augusta, GeorgiaSection of Dermatology/Department of Medicine, Medical College of Georgia, Augusta, GeorgiaLaboratory of Autoimmune Diabetes, Robarts Research Institute, University of Western Ontario, London, OntarioDepartment of Microbiology and Immunology, University of Western Ontario, London, Ontario",+Duplication of Image+Error in Data+Falsification/Fabrication of Image+Manipulation of Images+Unreliable Data,Qing-Sheng Mi Zhong-Bin Deng Sunil K Joshi Zai-Zhao Wang Li Zhou Sarah Eckenrode Ratanmani Joshi Dalam Ly Bing Yi Terry L Delovitch Jin-Xiong She,05/28/2006 16732280 10.1038/nm1424,09/01/2006 16960577 10.1038/nm0906-1100b,Research Article Retraction,Canada United States No
1526,"Pathologic indicators of degradation and inflammation in human osteoarthritic cartilage are abrogated by exposure to n-3 fatty acids (BLS) Biology - General; (BLS) Biology - Molecular; (HSC) Medicine - General;  Arthritis and Rheumatism ---Wiley Bruce Caterson, MD, Connective Tissue Biology Laboratories, Cardiff School of Biosciences, Cardiff University, Museum Avenue, Cardiff CF10 3US, Wales, UK. E-mail: caterson@cardiff.ac.uk",+Falsification/Fabrication of Data,Clare L Curtis Sarah G Rees Chris B Little Carl R Flannery Clare E Hughes Chris Wilson Colin M Dent Ivan G Otterness John L Harwood Bruce Caterson,06/06/2002 12115185 10.1002/art.10305,08/31/2006 16948131 10.1002/art.22221,Research Article Retraction,United Kingdom No
3337,"Antigen-induced tolerance by intrathymic modulation of self-recognizing inhibitory receptors (BLS) Biology - Cellular; (HSC) Medicine - Immunology;  Nature Immunology ---Springer - Nature Publishing Group Cancer Immunology Program, Trescowthick Laboratories, Peter MacCallum Cancer Centre, East Melbourne, VictoriaDepartment of Microbiology and Immunology, University of Melbourne, Parkville, Victoria",+Duplication of Image+Error in Data+Error in Text,Yoshihiro Hayakawa Stuart P Berzins Nadine Y Crowe Dale I Godfrey Mark J Smyth,05/02/2004 15122252 10.1038/ni1069,08/01/2006 16855608 10.1038/ni0806-890,Research Article Retraction,Australia No
2578,"Elevated T Regulatory Cells in Long-Term Stable Transplant Tolerance in Rhesus Macaques Induced by Anti-CD3 Immunot oxin and Deoxyspergualin (BLS) Biology - Cellular; (HSC) Medicine - Immunology; (HSC) Medicine - Surgery; (PUB) Society/Association Journals;  The Journal of Immunology : Official Journal of the American Association of Immunologists ---American Association of Immunologists Department of Surgery, Division of Transplant Immunology, University of Alabama, Birmingham, AL 35294, USA National Institutes of Health, Laboratory of Molecular Biology, Bethesda, MD 20892, USA",+Error in Data+Unreliable Data+Unreliable Results,Clement K Asiedu Karen J Goodwin Gansuvd Balgansuren Stacie M Jenkins Stéphanie Le Bas-Bernardet Uuganbayar Jargal David M Neville Jr Judith M Thomas,12/15/2005 16339543,08/01/2006 16849517,Research Article Retraction,United States No
1201,"Expression of Oct-6, a POU III domain transcription factor, in schizophrenia (HSC) Medicine - Psychiatry;  The American Journal of Psychiatry ---American Psychiatric Association Department of Neuroscience, Institute of Psychiatry, King's College London, 1 Windsor Walk, Denmark Hill, London SE5 8AF, UK.",+Investigation by Company/Institution+Manipulation of Images+Misconduct - Official Investigation/Finding+Misconduct by Author+Results Not Reproducible,Maria Ilia Clare Beasley Dies Meijer Robert Kerwin David Cotter Ian Everall Jack Price,07/01/2002 12091196 10.1176/appi.ajp.159.7.1174,08/01/2006 16929574 10.1176/ajp.2006.163.8.1454,Research Article Retraction,United Kingdom No
2440,"SOCS1 and SOCS3 are targeted by hepatitis C virus core/gC1qR ligation to inhibit T-cell function (BLS) Biology - Cellular; (HSC) Medicine - Immunology; (HSC) Medicine - Infectious Disease; (PUB) Society/Association Journals;  Journal of Virology ---American Society for Microbiology Beirne Carter Center for Immunology Research, Department of Microbiology and Pathology, University of Virginia, Charlottesville, Virginia 22908 Institute of Human Virology, University of Maryland, Baltimore, Maryland 21201",+Error in Data,Zhi Qiang Yao Stephen N Waggoner Michael W Cruise Caroline Hall Xuefang Xie David W Oldach Young S Hahn,12/01/2005 16306613 10.1128/JVI.79.24.15417-15429.2005,08/01/2006 16873288 10.1128/JVI.01181-06,Clinical Study Retraction,United States No
10307,"Effect of folate and mecobalamin on hip fractures in patients with stroke: a randomized controlled trial (HSC) Medicine - Geriatric; (HSC) Medicine - Neurology;  JAMA: Journal of the American Medical Association ---American Medical Association Department of Neurology, Mitate Hospital, Tagawa Department of Sports Medicine, Keio University School of Medicine, Tokyo Departments of Rehabilitation Medicine, Hirosaki University School of Medicine, Hirosaki, Japan  Vascular Biology, Institute of Brain Science, Hirosaki University School of Medicine, Hirosaki, Japan http://retractionwatch.com/?s=yoshihiro+sato http://retractionwatch.com/2016/06/03/jama-journals-pull-3-papers-by-same-authors-for-misconduct/ http://retractionwatch.com/2017/08/11/jama-tells-readers-caution-advised-heres/",+Error in Data+Error in Methods,Yoshihiro Sato Yoshiaki Honda Jun Iwamoto Tomohiro Kanoko Kei Satoh,03/02/2005 15741530 10.1001/jama.293.9.1082,07/26/2006 27258211 10.1001/jama.296.4.396-a,Clinical Study Correction,Japan No
