cited_magid,cited_doi,cited_ref_hints(author),cited_retraction_year,cited_publication_year,citing_doi,citing_title,citing_author,citing_venue,venue_id,venue_type,venue_area,venue_category,citing_publisher,citing_publication_year,source,period,fulltext,retracted,notes
2089268500,10.1016/j.rser.2011.05.014,Afshin Mazandarani;;T M I Mahlia;;W T Chong;;M Moghavvemi,2011,2011,10.1016/J.SETA.2018.04.001,Sustainable electricity generation mix for Iran: A fuzzy analytic network process approach,Arash Sadeghi ;; Taimaz Larimian,Sustainable Energy Technologies and Assessments,issn: 22131388,Journal article,"Energy
	","Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment
",Elsevier,2018,mag,1,,,
2125545750,10.1155/2015/954651,Changhai Peng;;Xiao Wu,2017,2015,10.1016/J.SCS.2017.11.025,Sustainability assessment of brick work for low-cost housing: A comparison between waste based bricks and burnt clay bricks,Saurabh N. Joglekar ;; Rhushikesh A. Kharkar ;; Sachin A. Mandavgane ;; Bhaskar D. Kulkarni,Sustainable Cities and Society,issn: 22106707,Journal article,"Energy;; Engineering;; Social Sciences
	","Renewable Energy, Sustainability and the Environment;; Civil and Structural Engineering;; 	Geography, Planning and Development; Transportation
",Elsevier,2018,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,,The influence of Workplace Spirituality to Psychology Capital in Taiwan Hospitality Industry,Ming-Chia Chen,EPH - International Journal of Business & Management Science (ISSN: 2208-2190),issn: 22082190,Journal article,,,,2019,mag,1,,,VENUE-NOT-IN-SCIMAGO
2152885147,10.1111/j.1466-7657.2011.00900.x,C Ujuju;;J Anyanti;;S B Adebayo;;F Muhammad;;O Oluigbo;;A Gofwan,2011,2011,,Investigating Claims of Contraceptive Failure among Women of Reproductive Age in Nigeria: Findings from a National Survey,Oladipupo Ipadeola ;; Chinazo Ujuju ;; Jennifer Anyanti ;; Samson Adebayo,Public Health Research,issn: 22042091,Journal article,Medicine,"Public Health, Environmental and Occupational Health",Scientific & Academic Publishing,2013,mag,1,,,
2168925826,10.1177/0305735613482025,Nicolas Guéguen;;Sébastien Meineri;;Jacques Fischer-Lokou,2020,2013,10.1007/S40750-018-0103-6,"An Updated Theoretical Framework for Human Sexual Selection: from Ecology, Genetics, and Life History to Extended Phenotypes",Severi Luoto,Adaptive Human Behavior and Physiology,issn: 21987335,Journal article,"Biochemistry, Genetics and Molecular Biology;; Neuroscience;; Psychology
","Physiology;; Behavioral Neuroscience;; Experimental and Cognitive Psychology
",Springer International Publishing,2019,mag,0,,,
2130836170,10.1007/s40737-015-0023-8,Pankaj Suneja,2020,2015,10.1007/S40737-020-00208-2,Retraction Note to: Search of Self Amidst Chaos,Pankaj Suneja,Journal of Psychosocial Rehabilitation and Mental Health,issn: 2198-963X,Journal article,,,Springer India,2020,mag,1,,,VENUE-NOT-IN-SCIMAGO
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1186/S40405-017-0023-6,Development and validation of the Pachinko/Pachi-Slot Playing Ambivalence Scale.,Yasunobu Komoto ;; Akiyo Shoun ;; Kumiko Akiyama ;; Akira Sakamoto ;; Taku Sato ;; Naoyuki Nishimura ;; Kikunori Shinohara ;; Hitoshi Ishida ;; Nobuo Makino,Asian Journal of Gambling Issues and Public Health,issn: 21953007,Journal article,,,Springer Berlin Heidelberg,2017,mag,0,,,VENUE-NOT-IN-SCIMAGO
2139588191;;193261174;;2326968768,10.1111/j.1466-8238.2009.00501.x,Ulrike Herzschuh;;H John B Birks;;Xingqi Liu;;Claudia Kubatzki;;Gerrit Lohmann,2010,2009,10.1007/978-3-319-30475-5_1,Introduction: Landscape and Ecosystem Diversity in the Yellow River Source Zone,Gary John Brierley ;; Xilai Li ;; Carola Cullum ;; Jay Gao,Springer Geography,issn: 21943168; issn:  2194315X,Journal article,"Earth and Planetary Sciences;; Environmental Science;; Social Sciences

","Earth and Planetary Sciences (miscellaneous);;
Nature and Landscape Conservation;;
Geography, Planning and Development; Urban Studies
","Springer, Cham",2016,mag,1,,,
2163703002,10.1260/136943306779369509,Björn Täljsten,2009,2006,10.11113/JT.V61.1765,Structural Performance and Ductility of Fiber Reinforced Polymer Concrete Bonding System Under Tropical Climates,Mohd Hisbany Mohd.Hashim Mohd. Hashim ;; Abdul Rahman Mohd. Sam ;; Mohd Warid Hussin ;; Mohd Fadzil Mohd. Arshad,Jurnal Teknologi (Sciences and Engineering),issn: 21803722; issn:  01279696,Journal article,Engineering,Engineering (miscellaneous),Penerbit Universiti Teknologi Malaysia,2013,mag,1,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.4236/OJD.2014.35021,"The ""Need for Harmony"" Defence Mechanisms as Co-Factor in Stress Sensitivity Producing Sadness and Depression",Valeria Biasi ;; Paolo Bonaiuto,Open Journal of Depression,issn: 21699658; issn:  21699674,Journal article,,,Scientific Research Publishing,2014,mag,0,,,VENUE-NOT-IN-SCIMAGO
1925740804,10.1016/j.cub.2015.09.056,Jean Decety;;Jason M Cowell;;Kang Lee;;Randa Mahasneh;;Susan Malcolm-Smith,2019,2015,10.4172/2168-9717.1000163,The Brand New Notion for Assembly of Religion Using BIM,SoheilI H ;; Mofarahian A ;; Fard Art,Journal of Architectural Engineering Technology,issn: 21689717,Journal article,,,OMICS International,2016,mag,0,,,VENUE-NOT-IN-SCIMAGO
2097384229,10.1080/014198700329114,Mart Bax,2014,2010,10.1080/00343400050192856,"Commentary: Economic Change, Ethnic Relations and the Disintegration of Yugoslavia",Jeff Pratt,Regional Studies,issn: 21681376,Journal article,"Economics, Econometrics and Finance;; Social Sciences;;
","Economics and Econometrics;; Geography, Planning and Development; Sociology and Political Science",Taylor & Francis Group,2000,mag,0,,,
2042822756,10.1080/17430437.2014.919258,Amitava Chatterjee,2019,2014,10.1177/2167479519852288,Reinvention Through CrossFit: Branded Transformation Documentaries:,Brigid McCarthy,Communication and sport,issn: 21674809; issn:  21674795,Journal article,Social Sciences,"Communication; Social Sciences (miscellaneous)
","SAGE PublicationsSage CA: Los Angeles, CA",2019,mag,1,,,
2039120332,10.2143/RTPM.67.1.520,Martin William Francis Stone,2009,2000,10.1353/TRD.2006.0006,Adrian of Utrecht and the University of Louvain: Theology and the Discussion of Moral Problems in the Late Fifteenth Century,M. W. F. Stone,Tradition,issn: 21665508; issn:  03621529,Journal article,Arts and Humanities,"Literature and Literary Theory; Philosophy; Religious Studies; Visual Arts and Performing Arts
",Cambridge University Press,2006,mag,0,,,
2121461932,10.3171/2010.9.FOCUS10200,Samuel Romero-Vargas;;Jose Luis Ruiz-Sandoval;;Arturo Sotomayor-Gonzalez;;Rogelio Revuelta-Gutierrez;;Miguel Angel Celis-Lopez;;Juan Luis Gomez-Amador;;Ulises Garcia-Gonzalez;;Raul Lopez-Serna;;Victor Garcia-Navarro;;Diego Mendez-Rosito;;Victor Correa-Correa;;Sergio Gomez-Llata,2018,2010,10.5325/JEASMEDARCHERSTU.7.3.0379,Interpreting Subadult Burials and Head Shaping at Çadir Höyük,Yılmaz Selim Erdal,Journal of Eastern Mediterranean Archaeology and Heritage Studies,issn: 21663548; issn:  21663556,Journal article,"Arts and Humanities;;
Social Sciences","Archeology (arts and humanities); Conservation;; Archeology
",The Pennsylvania State University Press,2019,mag,1,,,
2168925826,10.1177/0305735613482025,Nicolas Guéguen;;Sébastien Meineri;;Jacques Fischer-Lokou,2020,2013,10.1002/JOCB.78,"Who Finds Bill Gates Sexy? Creative Mate Preferences as a Function of Cognitive Ability, Personality, and Creative Achievement",Scott Barry Kaufman ;; Aaron Kozbelt ;; Paul Silvia ;; James C. Kaufman ;; Sheela Ramesh ;; Gregory J. Feist,Journal of Creative Behavior,issn: 21626057; issn:  00220175,Journal article,"Arts and Humanities;;
Psychology;;
Social Sciences","Visual Arts and Performing Arts;;
Developmental and Educational Psychology;; Education
","John Wiley & Sons, Ltd",2016,mag,0,,,
1925740804,10.1016/j.cub.2015.09.056,Jean Decety;;Jason M Cowell;;Kang Lee;;Randa Mahasneh;;Susan Malcolm-Smith,2019,2015,10.1080/2153599X.2019.1678518,Informal religious activity outside hegemonic religions: wild traditions and their relevance to evolutionary models,Pascal Boyer,"Religion, brain and behavior","issn: 2153599X; issn:  21535981
",Journal article,Psychology,Experimental and Cognitive Psychology,Routledge,2020,mag,1,,,
1527509779,10.1109/ETCS.2010.314,Li Wei,2010,2010,10.4236/CE.2015.62019,The Study on Case-Driven Methodology to Teach Software Engineering in Graduate Education,Juntao Gao ;; Wei Chen ;; Lingling Guo ;; Xiaozhe Yin ;; Zhibao Wang ;; Hongbo Zhou,Creative Education,issn: 21514755; issn:  21514771,Journal article,,,Scientific Research Publishing,2015,mag,1,,,VENUE-NOT-IN-SCIMAGO
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.21666/muefd.325111,Ruhsal Liderlik Ve Eğitimdeki Yansımaları,"Ertürk, Abbas; Dönmez, Emrah",Muğla Sıtkı Koçman Üniversitesi Eğitim Fakültesi Dergisi,issn: 21486999,Journal article,,,,2017,coci,1,DOI,,VENUE-NOT-IN-SCIMAGO
2993440020;;2279104285;;1831821992,10.1109/ICBMEI.2011.5918013,Gao Chun Li;;Lan Feng,2011,2011,,Does Market Timing Drive Capital Structure? Empirical Evidence from an Emerging Market,Sibel Çelik ;; Yasemin Deniz Akarim,International Journal of Economics and Financial Issues,issn: 21464138,Journal article,"Economics, Econometrics and Finance
","Economics, Econometrics and Finance (miscellaneous)",Econjournals,2013,mag,1,,,
1840656621,10.1093/jis/etp023,Anwar Alam,2012,2009,10.21599/ATJIR.35830,Turkish Political Culture and Civil Society : an Unsettling Coupling?,Begüm Burak,Alternatives: Turkish Journal of International Relations,issn: 21460809; issn:  13035525 ,Journal article,,,,2011,mag,0,,,VENUE-NOT-IN-SCIMAGO
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.18800/PSICO.200201.005,Estilos de afrontamiento y estatus performance en un grupo de pacientes oncológicos hospitalizados,Cecilia Chau Pérez-Aranibar ;; Hugo Morales Córdova ;; Micaela Wetzell Espinoza,Revista de Psicología,issn: 21456569,Journal article,Psychology,"Social Psychology

",Departamento de Humanidades. Sección de Psicología,2002,mag,0,,,
2886242761,10.3389/fpsyg.2018.01333,Jolie B Wormwood;;Madeleine Devlin;;Yu Ru Lin;;Lisa Feldman Barrett;;Karen S Quigley,2020,2018,10.17829/turcom.458433,Sağlık Haberlerinde Risk Söylemi,"Kayıhan, Bahar; Hülür, Himmet",Türkiye İletişim Araştırmaları Dergisi,"issn: 21025150; issn:  16205340
",Journal article,,,,2019,coci,0,DOI,,VENUE-NOT-IN-SCIMAGO
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.3917/TRAV.009.0183,À propos de : « Quand les mots perdent leur sens » d'Annie Chalons,Marie-Pierre Guiho-Bailly,Travailler,"issn: 21025150; issn:  16205340
",Journal article,Psychology;; Social Sciences,Clinical Psychology; Social Psychology;; Health (social science),Martin Média,2003,mag,0,,,
2055080221,10.1016/j.sbspro.2011.05.014,Nangkula Utaberta;;Badiossadat Hassanpour;;Adi Irfan Che Ani;;Mastor Surat,2011,2011,10.1016/J.FOAR.2015.06.001,Difference in grading parameters in architectural schools and its impact on the competency rating of future professionals,Oluwole A. Alagbe ;; Adedapo Adewunmi Oluwatayo ;; Peter A. Aderonmu ;; Gbenga M. Alalade,Collection of Frontiers of Architectural Research,issn: 20952635,Journal article,Engineering;; Social Sciences,"Architecture; Building and Construction;; Archeology; Urban Studies
",Elsevier,2015,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,,Investigation of the Influence of Spiritual Ladership on Employees' Empowerment in Karaj Payam-e-Nour University,Javad Mehrabi ;; Mohammad Khalil Hassanzadeh,Journal of Applied Environmental and Biological Sciences,issn: 20904274,Journal article,,,,2014,mag,1,26_nodoi.pdf,,VENUE-NOT-IN-SCIMAGO
1489345116,10.1109/ICIECS.2010.5677759,Jianhua Liu,2010,2010,10.14257/ASTL.2014.63.05,A Block-based Digital Oil Painting Method,Jiwon Yang ;; Seongsu Lee ;; Gwanggil Jeon,"Electrics, Electronics, and Computer Science 2014",issn: 20888708,Journal article,Computer Science;; Engineering,"Computer Science (miscellaneous);; Electrical and Electronic Engineering
",,2014,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.5897/AJBM11.2036,The effect of spiritual leadership and other elements on employees' empowerment of Iran's bank: Case study of Guilan Province,Mehrdad Goudarzvand Chegini ;; Zaeimeh Farjadi Nezhad,African Journal of Business Management,"issn: 20785585; issn:  20785976
",Journal article,"Business, Management and Accounting",Business and International Management; Strategy and Management,,2012,mag,0,,,
1925740804,10.1016/j.cub.2015.09.056,Jean Decety;;Jason M Cowell;;Kang Lee;;Randa Mahasneh;;Susan Malcolm-Smith,2019,2015,10.3390/REL10010037,Mixed Blessing: The Beneficial and Detrimental Effects of Religion on Child Development among Third-Graders,John P. Bartkowski ;; Xiaohe Xu ;; Stephen Bartkowski,Religion,issn: 20771444,Journal article,Arts and Humanities,Religious Studies,Multidisciplinary Digital Publishing Institute,2019,mag,1,,,
2075796680,10.4103/0019-5545.105526,Prakash B Behere;;Anweshak Das;;Richa Yadav;;Aniruddh P Behere,2019,2013,10.3390/REL9010003,"Religion and Depression in South Korea: A Comparison between Buddhism, Protestantism, and Roman Catholicism",Jinhee Seomun ;; Junghyun Park ;; Zong Woo Geem ;; Hae-Jeung Lee,Religion,issn: 20771444,Journal article,Arts and Humanities,Religious Studies,MDPI AG,2017,mag,0,,,
2075796680,10.4103/0019-5545.105526,Prakash B Behere;;Anweshak Das;;Richa Yadav;;Aniruddh P Behere,2019,2013,10.3390/REL9110357,The Role of Religious Behavior in Health Self-Management: A Community-Based Participatory Research Study,Jane Pfeiffer ;; Hong Li ;; Maybelline Martez ;; Tim Gillespie,Religion,issn: 20771444,Journal article,Arts and Humanities,Religious Studies,Multidisciplinary Digital Publishing Institute,2018,mag,0,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.3390/REL6020594,Spiritual Care Education of Health Care Professionals,Donia Baldacchino,Religion,issn: 20771444,Journal article,Arts and Humanities,Religious Studies,MDPI AG,2015,mag,1,,,
2097384229,10.1080/014198700329114,Mart Bax,2014,2010,10.3390/REL9070213,"Agitators, Tranquilizers, or Something Else: Do Religious Groups Increase or Decrease Contentious Collective Action?",Yu Tao,Religion,issn: 20771444,Journal article,Arts and Humanities,Religious Studies,Multidisciplinary Digital Publishing Institute,2018,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.5812/IRCMJ.55930,Psychometric Properties of the Persian Version of Spiritual Leadership Questionnaire (SLQ): A Methodological Study,Mansoureh Zagheri Tafreshi ;; Parivash Jahandar ;; Maryam Rassouli ;; Foroozan Atashzadeh-Shoorideh ;; Amir Kavousi,Iranian Red Crescent Medical Journal,issn: 20741804; issn:  20741812,Journal article,Medicine,Medicine (miscellaneous),Kowsar,2017,mag,1,,,
2075796680,10.4103/0019-5545.105526,Prakash B Behere;;Anweshak Das;;Richa Yadav;;Aniruddh P Behere,2019,2013,10.3390/SU12072918,"Analysis of Life Quality in a Tropical Mountain City Using a Multi-Criteria Geospatial Technique: A Case Study of Kandy City, Sri Lanka",Dmslb Dissanayake ;; Takehiro Morimoto ;; Yuji Murayama ;; Manjula Ranagalage ;; Enc Perera,Sustainability,issn: 20711050,Journal article,"Energy;; Geography, Planning and Development;; Social Sciences","Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment;; Environmental Science (miscellaneous); Management, Monitoring, Policy and Law;; Geography, Planning and Development

",Multidisciplinary Digital Publishing Institute,2020,mag,1,,,
2125545750,10.1155/2015/954651,Changhai Peng;;Xiao Wu,2017,2015,10.3390/SU12145534,BIM and LCA Integration: A Systematic Literature Review,Tajda Potrč Obrecht ;; Martin Röck ;; Endrit Hoxha ;; Alexander Passer,Sustainability,issn: 20711050,Journal article,"Energy;; Geography, Planning and Development;; Social Sciences","Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment;; Environmental Science (miscellaneous); Management, Monitoring, Policy and Law;; Geography, Planning and Development

",MDPI AG,2020,mag,1,,,
1925740804,10.1016/j.cub.2015.09.056,Jean Decety;;Jason M Cowell;;Kang Lee;;Randa Mahasneh;;Susan Malcolm-Smith,2019,2015,10.1098/RSOS.190991,"Large-scale cooperation driven by reputation, not fear of divine punishment",Erhao Ge ;; Yuan Chen ;; Jiajia Wu ;; Ruth Mace ;; Ruth Mace,Royal Society Open Science,issn: 20545703,Journal article,Multidisciplinary,Multidisciplinary,#N#The Royal Society#N#,2019,mag,1,,,
2125545750,10.1155/2015/954651,Changhai Peng;;Xiao Wu,2017,2015,10.1098/RSOS.170174,Building information modelling review with potential applications in tunnel engineering of China,Weihong Zhou ;; Haiyang Qin ;; Junling Qiu ;; Haobo Fan ;; Jinxing Lai ;; Ke Wang ;; Lixin Wang,Royal Society Open Science,issn: 20545703,Journal article,Multidisciplinary,Multidisciplinary,The Royal Society,2017,mag,1,,,
2152885147,10.1111/j.1466-7657.2011.00900.x,C Ujuju;;J Anyanti;;S B Adebayo;;F Muhammad;;O Oluigbo;;A Gofwan,2011,2011,10.12968/AJMW.2016.10.3.120,"Awareness and use of family planning methods among men in Mista Ali District, Jos, Plateau State, Nigeria",Grace Daniel ;; Nkem Okoli ;; Patience Kumzhi ;; Folashade Wina ;; Eunice Ari ;; Grace Onyejekwe,African journal of midwifery and women's health,issn: 20524293,Journal article,,,MA Healthcare London,2016,mag,1,,,VENUE-NOT-IN-SCIMAGO
3012845777,10.1161/JAHA.120.015959,Norman C Wang,2020,2020,10.1161/JAHA.119.014592,"Diversity, Equity, and Inclusiveness in Medicine and Cardiology",Barry London,Journal of the American Heart Association,issn: 20479980,Journal article,Medicine,Cardiology and Cardiovascular Medicine,Ovid Technologies (Wolters Kluwer Health),2020,mag,1,,,
3012845777,10.1161/JAHA.120.015959,Norman C Wang,2020,2020,10.1161/JAHA.120.019210,A Path Forward.,Mitchell S. V. Elkind ;; Robert A. Harrington ;; Donald M. Lloyd‐Jones,Journal of the American Heart Association,issn: 20479980,Journal article,Medicine,Cardiology and Cardiovascular Medicine,Ovid Technologies (Wolters Kluwer Health),2020,mag,1,,,
3012845777,10.1161/JAHA.120.015959,Norman C Wang,2020,2020,10.1161/JAHA.120.018848,Faults and Standards in Publishing on Race: A Commentary and Recommendation.,Zachary Obinna Enumah,Journal of the American Heart Association,issn: 20479980,Journal article,Medicine,Cardiology and Cardiovascular Medicine,Ovid Technologies (Wolters Kluwer Health),2020,mag,1,,,
3012845777,10.1161/JAHA.120.015959,Norman C Wang,2020,2020,10.1161/JAHA.120.019137,"Equity, Diversity, and Inclusiveness in Cardiovascular Medicine and Health Care.",Marc A. Simon ;; Ferhaan Ahmad ;; Daniel T. Eitzman ;; Ajay K. Gupta ;; Ajay K. Gupta ;; Hani Jneid ;; Pamela Peterson ;; Pamela Peterson ;; Carol A. Remme ;; Kenneth Rice ;; Erik B. Schelbert ;; Lisa M. Sullivan ;; Janice M. Weinberg,Journal of the American Heart Association,issn: 20479980,Journal article,Medicine,Cardiology and Cardiovascular Medicine,Ovid Technologies (Wolters Kluwer Health),2020,mag,1,,,
